supplier,sku,manufacturer,category,description,item_type,unit_cost,unit_sell,lead_time_days
EET Group,LVO-SC-CON-OM4,Lanview,Cabling & Accessories,Lanview SC/UPC Female - SC/UPC Female OM4 Duplex Fibre Adapter Violet,product,1.27,£1.91,7
EET Group,LVO-LC-CON-OM1/2,Lanview,Cabling & Accessories,Lanview LC/UPC Multimode connector duplex OM1/2 Beige color,product,1.30,£1.95,7
EET Group,LVO-SC-CON-OM3,Lanview,Cabling & Accessories,Lanview SC/UPC Multimode connector duplex OM3 Aqua color,product,1.21,£1.82,7
EET Group,LVN1280889,Lanview,Cabling & Accessories,"Lanview D-Size Keystone black & silver color,",product,1.74,£2.61,7
EET Group,RAF015,Lanview,Cabling & Accessories,Lanview Fan Unit 60x60x25mm for Slimline racks 12V,product,15.49,£23.24,7
EET Group,MO-UACC-OM-SFP10-1270,Lanview,Cabling & Accessories,"Lanview Ubiquiti UACC-OM-SFP10-1270 Compatible 10G CWDM SFP+, 1270nm, 20km, LC, DDM 0-70degree",product,29.77,£44.66,7
EET Group,LVR-MINIPC-BRACK-4UBL,Lanview,Cabling & Accessories,"Lanview 19"" 4U Shelf for Mini PC rack mounting for 6 PC´s Black",product,53.04,£79.56,7
EET Group,LVR1U-SLIDE-600MM-BL,Lanview,Cabling & Accessories,"Lanview 19"" D=600 Special Tray with side arms and sliding Black",product,32.90,£49.35,7
EET Group,MO-02313JFQ,Lanview,Cabling & Accessories,Lanview Huawei 02313JFQ Compatible 25GBase-ESR,product,34.75,£52.13,7
EET Group,RWM-IP65-GLANDS-BOTTOM,Lanview,Cabling & Accessories,Lanview WALL-BOX With GLAND BOTTOM COVER SMALL OUTDOOR WHITE FOR RWM-IP65,product,7.75,£11.63,7
EET Group,RDLAK26U758BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 26U Rack Cabinet 750 x 800mm Soundproof",product,774.73,"£1,162.10",7
EET Group,LVN125445-CAT6A-UTP,Lanview,Cabling & Accessories,Lanview RJ45 UTP plug Cat6a for AWG22-24 solid/stranded conductor,product,1.35,£2.03,7
EET Group,LVN125465-CAT8.1,Lanview,Cabling & Accessories,Lanview RJ45 FTP plug Cat8.1 for AWG22-24 solid/stranded conductor,product,2.94,£4.41,7
EET Group,MO-TEL-GEN-LX,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 20 km, LC, Compatible with Teltonika SFP LX",product,15.80,£23.70,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps Direct Attach Cable, Passive, 3m, Compatible with HPE Aruba J9283B, JD097C, J9283D",product,63.62,£95.43,7
EET Group,MO-R9D17A,Lanview,Cabling & Accessories,"Lanview SFP 1000BASE-T, RJ-45 Copper, 100 m, Compatible with HPE Aruba R9D17A",product,22.48,£33.72,7
EET Group,LVR-KEY-WK2,Lanview,Cabling & Accessories,"Lanview Key for Lock WK2 for the RCCTV002, 003, 004, 005.",product,9.06,£13.59,7
EET Group,RDLPCCAB36U,Lanview,Cabling & Accessories,"Lanview PC Multimedia Case Cabinet 36U, 610x800x1786",product,715.14,"£1,072.71",7
EET Group,LVR16U7075BL-DCN-LAPTOP,Lanview,Cabling & Accessories,Lanview DCN Laptop Cabinet for 32 mobile storage and charging solution for 32 devices.,product,786.88,"£1,180.32",7
EET Group,RWMIP65-DIN-W600MM,Lanview,Cabling & Accessories,Lanview by Logon ELECTRICAL/DIN RAIL MODULE,product,9.10,£13.65,7
EET Group,RWMIP65-DIN-W500MM,Lanview,Cabling & Accessories,Lanview by Logon ELECTRICAL/DIN RAIL MODULE,product,7.72,£11.58,7
EET Group,LVR-M5-CAGENUTS-50PCS,Lanview,Cabling & Accessories,Lanview by Logon M5 CAGE NUT SET 1set= 50pcs,product,9.18,£13.77,7
EET Group,MO-SFP-AOC-10G-7M-AL,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, Active Optical Cable, 7 meter, Compatible with Alcatel-Lucent SFP-AOC-10G-7M-AL",product,44.96,£67.44,7
EET Group,LVO-101020,Lanview,Cabling & Accessories,"Lanview Fiber Optic Sliding Panel ODF, 1U, LC, SM OS2, 48 Cores",product,92.00,£138.00,7
EET Group,LVO-101015,Lanview,Cabling & Accessories,"Lanview Fiber Optic Sliding Panel ODF, 1U, LC, SM OS2, 24 Cores",product,65.26,£97.89,7
EET Group,LVO-101010,Lanview,Cabling & Accessories,"Lanview Fiber Optic Sliding Panel ODF, 1U, LC, SM OS2, 12 Cores",product,54.39,£81.59,7
EET Group,RAF115BL,Lanview,Cabling & Accessories,"Lanview by Logon 2 FANS, ANALOG THERMOSTAT CONTROL FAN MODULE BUILT-IN",product,70.43,£105.65,7
EET Group,RAF310BL,Lanview,Cabling & Accessories,"Lanview by Logon 2 FANS, ANALOG THERMOSTAT RACK MOUNT FAN MODULE 1U",product,79.99,£119.99,7
EET Group,RWP12U45WH,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 12U 60 x 45 Wallmount Pro",product,160.23,£240.35,7
EET Group,RDL26U61BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 26U Rack Cabinet 600 x 1000mm Data Line",product,481.08,£721.62,7
EET Group,RDL26U88BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 26U Rack Cabinet 800 x 800mm Data Line",product,484.34,£726.51,7
EET Group,RAR125,Lanview,Cabling & Accessories,"Lanview by Logon 10"" 4U Open Frame Rack Wall Mount",product,20.83,£31.25,7
EET Group,RWF07U45WH,Lanview,Cabling & Accessories,"Lanview Quick Assembly Unassembled 19"" 7U Rack Wall Mount W:600 x D:450 x H:423mm - White",product,87.60,£131.40,7
EET Group,LVT551025-2.5MM-200MM,Lanview,Cabling & Accessories,Lanview Cable tie white 2.5 x 200 mm,product,1.85,£2.78,7
EET Group,LVO2314005-FLEX,Lanview,Cabling & Accessories,"Lanview Bendable LC-LC Singlemode fibre cable duplex 0,5m OS2 LSZH",product,5.86,£8.79,7
EET Group,LV-UTP6A30B,Lanview,Cabling & Accessories,"Lanview Network Cable CAT6A UTP 30m Black LSZH, HIGH-FLEX, SmartClick",product,16.61,£24.92,7
EET Group,LVN-1UMOUNT-48PORT-2SFP-1G,Lanview,Cabling & Accessories,"Lanview 50 Port Gigabit Ethernet switch, provide 48* 10/100/1000M adaptive Ethernet ports+2* Gigabit SFP ports.",product,152.75,£229.13,7
EET Group,LVN-1UMOUNT-24PORT-1G,Lanview,Cabling & Accessories,Lanview Unmanaged 24-Port 10/100/1000Mbps Ethernet ports Full Gigabit Intelligent Ethernet Switch,product,56.12,£84.18,7
EET Group,LVN-1U-24PORT-1G,Lanview,Cabling & Accessories,Lanview Unmanaged 24-Port 10/100/1000Mbps Ethernet ports Full Gigabit Intelligent Ethernet Switch,product,49.18,£73.77,7
EET Group,LVN-1U-16PORT-1G,Lanview,Cabling & Accessories,Lanview Unmanaged 16-Port 10/100/1000Mbps Ethernet ports Full Gigabit Intelligent Ethernet Switch,product,37.03,£55.55,7
EET Group,LVN-DESK-5PORT-1G,Lanview,Cabling & Accessories,Lanview 5-port 1000Mbps Intelligent Switch 10/100/1000Mbps Ethernet ports,product,9.95,£14.93,7
EET Group,RWM-IP656012030W,Lanview,Cabling & Accessories,Lanview IP65 Wall-Box with mounting plate Rack Cabinet W:600 x H:1200 x D:300mm - White,product,185.22,£277.83,7
EET Group,RWM-IP658012030W,Lanview,Cabling & Accessories,Lanview IP65 Wall-Box with mounting plate W:800 x H:1200 x D:300mm - White,product,206.72,£310.08,7
EET Group,LV-6AFTP-FLEX-ANG-03W,Lanview,Cabling & Accessories,Lanview Bendable booted Halogenfree (LSZH) CAT6A U/FTP 3m White,product,6.47,£9.71,7
EET Group,LV-6AFTP-FLEX-ANG-01W,Lanview,Cabling & Accessories,Lanview Bendable booted Halogenfree (LSZH) CAT6A U/FTP 1m White,product,3.80,£5.70,7
EET Group,LVN122163,Lanview,Cabling & Accessories,"Lanview 305m Cat6a U-FTP Dual cable 2x(4x2xAWG23) LSZH white, Fire class: Cca",product,249.88,£374.82,7
EET Group,LVN122161,Lanview,Cabling & Accessories,"Lanview 500m Cat6 F-UTP cable 4x2xAWG23 LSZH white, Fire Class: Cca",product,214.43,£321.65,7
EET Group,RAB115BL,Lanview,Cabling & Accessories,"Lanview by Logon 4U 19"" SCREW TYPE BLANK PANEL BLACK",product,8.28,£12.42,7
EET Group,RAX450,Lanview,Cabling & Accessories,"Lanview by Logon 42U INSTALLATION RAIL, GALVANIZED, 1SET=2PCS.",product,37.42,£56.13,7
EET Group,RAF120BL,Lanview,Cabling & Accessories,"Lanview by Logon 4 FANS, ANALOG THERMOSTAT CONTROLLED FAN MODULE BLACK",product,99.09,£148.64,7
EET Group,RAB410BL,Lanview,Cabling & Accessories,"Lanview by Logon 3U 19"" SNAP LOCKING, VENTED BLANK PANEL BLACK",product,10.90,£16.35,7
EET Group,RAB310BL,Lanview,Cabling & Accessories,"Lanview by Logon 3U 19"" SNAP LOCKING BLANK PANEL BLACK",product,10.23,£15.35,7
EET Group,RAX630BL,Lanview,Cabling & Accessories,"Lanview by Logon 3U 19"" ELECTRICAL/DIN RAIL MODULE - BLACK",product,38.08,£57.12,7
EET Group,RAB205BL,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" SCREW TYPE, VENTED BLANK PANEL BLACK",product,6.43,£9.65,7
EET Group,RAO415BL,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" S TYPE CABLE MANAGEMENT PANEL WITH COVER BLACK",product,19.30,£28.95,7
EET Group,RAO425BL,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" R TYPE CABLE MANAGEMENT PANEL WITH COVER BLACK",product,16.93,£25.40,7
EET Group,RAD105BL,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" KEYBOARD, GENERAL USE, LOCKABLE DRAWER MODULE",product,57.90,£86.85,7
EET Group,RAS215BL,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" D=550mm RACK MOUNT SHELF BLACK",product,24.81,£37.22,7
EET Group,RAX425,Lanview,Cabling & Accessories,"Lanview by Logon 22U INSTALLATION RAIL, GALVANIZED, 1SET=2PCS.",product,22.59,£33.89,7
EET Group,RAF205WH,Lanview,Cabling & Accessories,"Lanview by Logon 2 FANS, DIGITAL THERMOSTAT CONTROLLED FAN MODULE WHITE",product,91.93,£137.90,7
EET Group,MO-C-QSFP-100G-CU1M,Lanview,Cabling & Accessories,"Lanview QSFP28 100 Gbps Direct Attach Passive Cable, 1m, Compatible with Cisco QSFP-100G-CU1M",product,41.92,£62.88,7
EET Group,TUPS055,Lanview,Cabling & Accessories,Lanview by Logon 8 way without switch IEC sockets C20,product,25.25,£37.88,7
EET Group,RAS110BL,Lanview,Cabling & Accessories,Lanview by Logon TRAY FOR CABINETS D=1000 FIXED SHELF BLACK,product,22.01,£33.02,7
EET Group,TUPS035,Lanview,Cabling & Accessories,Lanview by Logon 6 way without switch Full Aluminium,product,1.41,£2.12,7
EET Group,RAX635,Lanview,Cabling & Accessories,Lanview by Logon LOCK & DIFFERENT KEY FOR FREE STANDING CABINET,product,5.37,£8.06,7
EET Group,RAS705BL,Lanview,Cabling & Accessories,Lanview by Logon D=800 EXTERIOR SHELF BLACK,product,31.80,£47.70,7
EET Group,RAS600WH,Lanview,Cabling & Accessories,Lanview by Logon D=600 SLIDING SHELF WHITE,product,29.28,£43.92,7
EET Group,RAS700BL,Lanview,Cabling & Accessories,Lanview by Logon D=600 EXTERIOR SHELF BLACK,product,28.23,£42.35,7
EET Group,RAO120BL,Lanview,Cabling & Accessories,"Lanview by Logon CABLE ORGANIZER HOOK SET, ALUMINUM 44x60mm, 5 PCS",product,8.28,£12.42,7
EET Group,LVRIP67-38X28X13-AP,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Access Point Enclosure 38 x 28 Wallmount",product,28.01,£42.02,7
EET Group,LVN-RPTNC-MF-3M,Lanview,Cabling & Accessories,"Lanview RPTNC male/3m LMR240 FR/RPTNC female CPR compliant: B2ca,S1a,d0,a1",product,63.64,£95.46,7
EET Group,LVO231802UNI,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM3 2m 3.0mm LSZH (Grade C),product,7.30,£10.95,7
EET Group,LVO231813UNI,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM4 5m 3.0mm LSZH (Grade C),product,10.76,£16.14,7
EET Group,MO-OSX010000,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 km, LC , Compatible with Huawei",product,27.34,£41.01,7
EET Group,LVN6030SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 30m,product,45.13,£67.70,7
EET Group,LVN6025SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 25m,product,37.78,£56.67,7
EET Group,"LVN607,5SOUT",Lanview,Cabling & Accessories,"Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 7,5m",product,10.24,£15.36,7
EET Group,LVN601SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 1m,product,3.35,£5.03,7
EET Group,LVN126080,Lanview,Cabling & Accessories,Lanview EURO Back Box White 80X80 MM,product,3.72,£5.58,7
EET Group,LVO231810UNI,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM4 1m 3.0mm LSZH (Grade C),product,7.39,£11.09,7
EET Group,LVN125416,Lanview,Cabling & Accessories,Lanview RJ45 UTP plug Cat6a for AWG22-23 solid/stranded conductor,product,2.78,£4.17,7
EET Group,LVN125306,Lanview,Cabling & Accessories,Lanview RJ45 UTP plug Cat6A for AWG23-24 stranded/solid conductor 50 Pcs. Box,product,20.49,£30.74,7
EET Group,LVN126188UK-4,Lanview,Cabling & Accessories,Lanview CAT6 Faceplate 4-port UK Type 146*86mm,product,6.89,£10.34,7
EET Group,LVO231789,Lanview,Cabling & Accessories,Lanview Cleaning Tissue,product,13.83,£20.75,7
EET Group,LVO231752,Lanview,Cabling & Accessories,Lanview Wire T-Stripper 45-124,product,19.07,£28.61,7
EET Group,LVO232552-100,Lanview,Cabling & Accessories,Lanview Fibre cable 24 x 9/125 OS2 LSZH indoor/outdoor 100m,product,112.89,£169.34,7
EET Group,LVO232550-100,Lanview,Cabling & Accessories,Lanview Fibre cable 12 x 9/125 OS2 LSZH indoor/outdoor,product,83.63,£125.45,7
EET Group,LVR248255,Lanview,Cabling & Accessories,"Lanview 19"" Rack plinth H90 x B800 x D1000 mm",product,35.76,£53.64,7
EET Group,LVR248250,Lanview,Cabling & Accessories,"Lanview 19"" Rack plinth H90 x B800 x D800 mm",product,39.93,£59.90,7
EET Group,LVR252386,Lanview,Cabling & Accessories,"Lanview Cable management panel vertical 42U black for 19"" rack",product,113.23,£169.85,7
EET Group,LVN125417,Lanview,Cabling & Accessories,Lanview RJ45 FTP plug Cat6a for AWG22-23 solid/stranded conductor,product,5.21,£7.82,7
EET Group,LVN125310,Lanview,Cabling & Accessories,Lanview RJ45 STP plug Cat6 for AWG23-24 stranded/solid conductor 50 pcs box,product,22.26,£33.39,7
EET Group,LVN231768,Lanview,Cabling & Accessories,"Lanview Splitter tool for cable Ø 4,5 - 25 mm",product,37.73,£56.60,7
EET Group,LVN125458,Lanview,Cabling & Accessories,Lanview Crimping tool for RJ45/RJ12/RJ11,product,26.38,£39.57,7
EET Group,LVO231410-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Singlemode fibre cable duplex 10m OS2 LSZH,product,8.38,£12.57,7
EET Group,LVO231409-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Singlemode fibre cable duplex 5m OS2 LSZH,product,7.05,£10.58,7
EET Group,LVO231408-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Singlemode fibre cable duplex 3m OS2 LSZH,product,6.51,£9.77,7
EET Group,LVO231407-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Singlemode fibre cable duplex 2m OS2 LSZH,product,6.24,£9.36,7
EET Group,LVO231406-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Singlemode fibre cable duplex 1m OS2 LSZH,product,5.98,£8.97,7
EET Group,LVO231812-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Multimode fibre cable duplex 3m OM4 LSZH,product,9.28,£13.92,7
EET Group,LVO231811-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Multimode fibre cable duplex 2m OM4 LSZH,product,8.09,£12.14,7
EET Group,LVO231205-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Multimode fibre cable duplex 5m OM3 LSZH,product,8.38,£12.57,7
EET Group,LVO231469-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Multimode fibre cable duplex 1m OM3 LSZH,product,6.24,£9.36,7
EET Group,LVO2314705-FLEX,Lanview,Cabling & Accessories,"Lanview Bendable LC-LC Multimode fibre cable duplex 0,5m OM3 LSZH",product,5.98,£8.97,7
EET Group,LVN-OPEN-16U-BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" D=584MM 16U Special Open Frame RAL 9005 Black",product,91.18,£136.77,7
EET Group,LVN-POE90W-OUT-EXTENDER,Lanview,Cabling & Accessories,Lanview 1Gb 90W Waterproof POE Extender,product,53.00,£79.50,7
EET Group,LVN-POE60W-OUT-EXTENDER,Lanview,Cabling & Accessories,Lanview 1Gb 60W Waterproof POE Extender,product,44.60,£66.90,7
EET Group,MO-C-ST1-UPDATED,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, RJ-45 Copper, 100 m, Compatible with Cisco GLC-T, GLC-T= With Updated firmware",product,24.30,£36.45,7
EET Group,LVO230410-MTP-2XS,Lanview,Cabling & Accessories,"Lanview 12 cores MPO/UPC-MPO/UPC female to female OM4, 10M cable diameter 4.5mm",product,21.62,£32.43,7
EET Group,LVN-MED-SC-1000BASE-X,Lanview,Cabling & Accessories,Lanview 1-Port 10/100/1000X SC to 1-Port 10/100/1000T 802.3x Media Converter,product,18.05,£27.08,7
EET Group,LVO231999,Lanview,Cabling & Accessories,Lanview FO cable U-DQ(ZN)BH FireBur® 8 x OM3 LSOH 2000N Eca Class E14,product,712.82,"£1,069.23",7
EET Group,RWMD20UBL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 20U Double Section",product,109.09,£163.64,7
EET Group,MO-AXM765,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, RJ-45 Copper, 30m, Compatible with Netgear AXM765",product,58.87,£88.31,7
EET Group,MO-MCP7F00-A003R30L,Lanview,Cabling & Accessories,"Lanview QSFP+ Breakout DAC to 4 x SFP+ 100G 3m, Compatible with Mellanox QSFP4X100G",product,115.43,£173.15,7
EET Group,MO-JL783A,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 km, LC, Compatible with HPE Aruba SFP-10G-LR",product,27.34,£41.01,7
EET Group,MO-OMXD30000,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, MMF, 300 m, LC, DDMI support, Compatible with Huawei OMXD30000",product,16.40,£24.60,7
EET Group,MO-T8613,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, RJ-45 Copper, 100 m, Compatible with AXIS T8613",product,22.48,£33.72,7
EET Group,LVN6080SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 80m,product,102.41,£153.62,7
EET Group,LVN6075SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 75m,product,110.83,£166.25,7
EET Group,LVN6050SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 50m,product,59.13,£88.70,7
EET Group,LVN6040SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 40m,product,58.79,£88.19,7
EET Group,LVN6035SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 35m,product,52.42,£78.63,7
EET Group,LVO231002,Lanview,Cabling & Accessories,Lanview Splice cassette for 12 fibers suitable for fiber patch panels,product,12.67,£19.01,7
EET Group,LVO230415-MTP,Lanview,Cabling & Accessories,"Lanview Optical Fibre Cable, MTP Female - MTP Female, Multimode, Polarity B, OM4 (Erica Violet), 15 m",product,101.52,£152.28,7
EET Group,LVO231805UNI,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM3 5m 3.0mm LSZH (Grade C),product,8.44,£12.66,7
EET Group,LVO231805,Lanview,Cabling & Accessories,Lanview SC/UPC Pigtail Multimode 2m OM4 50/125 PVC EASY STRIP,product,2.68,£4.02,7
EET Group,LVO231493,Lanview,Cabling & Accessories,Lanview LC-SC Singlemode fibre cable duplex 3m OS2 9/125 LSZH,product,4.72,£7.08,7
EET Group,LVO231476,Lanview,Cabling & Accessories,Lanview SC-SC Multimode fibre cable duplex 10m OM3 50/125 LSZH,product,8.73,£13.10,7
EET Group,LVO231475,Lanview,Cabling & Accessories,Lanview SC-SC Multimode fibre cable duplex 5m OM3 50/125 LSZH,product,6.37,£9.56,7
EET Group,LVO231394,Lanview,Cabling & Accessories,Lanview LC/UPC Pigtail Multimode 2m OM3 50/125 PVC EASY STRIP,product,2.17,£3.26,7
EET Group,LVO231380,Lanview,Cabling & Accessories,Lanview SC-SC Singlemode fibre cable duplex 10m OS2 9/125 LSZH,product,6.37,£9.56,7
EET Group,LVO231379,Lanview,Cabling & Accessories,Lanview SC-SC Singlemode fibre cable duplex 5m OS2 9/125 LSZH,product,5.18,£7.77,7
EET Group,LVO231378,Lanview,Cabling & Accessories,Lanview SC-SC Singlemode fibre cable duplex 3m OS2 9/125 LSZH,product,4.71,£7.07,7
EET Group,LVO231008,Lanview,Cabling & Accessories,Lanview Steel splice sleeve 45 mm,product,6.20,£9.30,7
EET Group,LVN147145,Lanview,Cabling & Accessories,"Lanview Cat6 U/UTP Network Cable 20m, White, LSZH",product,10.76,£16.14,7
EET Group,LVN147144,Lanview,Cabling & Accessories,"Lanview Cat6 U/UTP Network Cable 15m, White, LSZH",product,8.21,£12.32,7
EET Group,LVN128140,Lanview,Cabling & Accessories,Lanview PRO Cat5e Unshielded flip jack keystone,product,1.50,£2.25,7
EET Group,LVN128082,Lanview,Cabling & Accessories,Lanview Cat6 Shielded flip jack keystone,product,2.58,£3.87,7
EET Group,LVN127871,Lanview,Cabling & Accessories,"Lanview Wall plate, angled, 2 x keystone for 50x75 mm Clickline outlet white",product,1.16,£1.74,7
EET Group,LVN127866,Lanview,Cabling & Accessories,Lanview Wall plate 2 x keystone for 50 x 75 mm Clickline outlet white,product,1.23,£1.85,7
EET Group,LVN127774,Lanview,Cabling & Accessories,Lanview Surface mount box for 6/12 x RJ45 jack,product,2.66,£3.99,7
EET Group,LVN127093,Lanview,Cabling & Accessories,Lanview UTP Cat5E connection box,product,3.47,£5.21,7
EET Group,LVN127088,Lanview,Cabling & Accessories,Lanview Cat6 RJ45 to RJ45 Coupler Unshielded,product,2.78,£4.17,7
EET Group,LVN126188,Lanview,Cabling & Accessories,"Lanview Wall plate, angled, Double outlet EURO white",product,2.34,£3.51,7
EET Group,LVN126160,Lanview,Cabling & Accessories,"Lanview Wall plate 2 x keystone for OPUS outlet white, Type O Power Outlet",product,1.30,£1.95,7
EET Group,LVN126105,Lanview,Cabling & Accessories,"Lanview Wall plate, angled, for 2 x keystones. Fits 50x75 mm LK FUGA outlet",product,1.38,£2.07,7
EET Group,LVN126070,Lanview,Cabling & Accessories,"Lanview Frame 50x75mm, white, compatible with LK Fuga",product,1.15,£1.73,7
EET Group,LVT551010,Lanview,Cabling & Accessories,Lanview Cable tie 2.5 x 60 mm,product,1.01,£1.52,7
EET Group,MO-DS-SFP-FC16G-LW,Lanview,Cabling & Accessories,"Lanview SFP+ 16 Gbps, SMF, 10 km, DOM support, Compatible with Cisco DS-SFP-FC16G-LW",product,255.16,£382.74,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, RJ-45 Copper, 30m, Compatible with Ubiquiti UF-T-10G",product,43.13,£64.70,7
EET Group,LVR04U63BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 4U Open Frame Rack Ceiling Mount",product,30.87,£46.31,7
EET Group,LVR06U63BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 6U Open Frame Rack Ceiling Mount",product,33.25,£49.88,7
EET Group,LVR08U63BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 8U Open Frame Rack Ceiling Mount",product,35.52,£53.28,7
EET Group,LVN-CAT6A-FLEX-30M,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 30m, Black",product,20.25,£30.38,7
EET Group,RAD105WH,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" KEYBOARD, GENERAL USE, LOCKABLE DRAWER MODULE WHITE",product,57.90,£86.85,7
EET Group,RAB205WH,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" SCREW TYPE, VENTED BLANK PANEL WHITE",product,6.29,£9.44,7
EET Group,LV-UTP6A015W,Lanview,Cabling & Accessories,"Lanview CAT6A UTP 1,5m White LSZH, HIGH-FLEX",product,1.09,£1.64,7
EET Group,LV-UTP6A015B,Lanview,Cabling & Accessories,"Lanview CAT6A UTP 1.5m Black LSZH, HIGH-FLEX",product,1.55,£2.33,7
EET Group,LV-SFTP6A015W,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP 1.5m White LSZH, HIGH-FLEX",product,1.90,£2.85,7
EET Group,MO-02315204,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, MMF, 550 m, LC, DDMI support, Compatible Huawei 02315204",product,12.05,£18.08,7
EET Group,MO-J9143B,Lanview,Cabling & Accessories,"Lanview SFP 1G Bidi, SMF, 10 km, Compatible with HPE ProCurve J9143B",product,11.54,£17.31,7
EET Group,LVN-IP68-STP-CAT6A-COUPLER,Lanview,Cabling & Accessories,Lanview IP68 RJ45 Patch Cable Coupler CAT6A/Cat7 STP maximum diameter 1.45mm,product,6.36,£9.54,7
EET Group,RAF120BL-UK,Lanview,Cabling & Accessories,"Lanview by Logon 4 FANS, ANALOG THERMOSTAT CONTROLLED FAN MODULE BLACK UK Plug",product,104.48,£156.72,7
EET Group,RAF115WH-UK,Lanview,Cabling & Accessories,"Lanview by Logon 2 FANS, ANALOG THERMOSTAT CONTROL FAN MODULE BUILT-IN UK Plug",product,75.82,£113.73,7
EET Group,MO-G-QSFP28-100G-SR4,Lanview,Cabling & Accessories,"Lanview QSFP28 100 Gbps, MTP/MPO, 100m, DDMI support, Compatible with Generic QSFP28-100G-SR4",product,109.35,£164.03,7
EET Group,MO-G-SFP-BX-D-40KM,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 40km, LC, DOM support, Compatible with Generic SFP-BX-D-40KM",product,17.62,£26.43,7
EET Group,MO-G-SFP-BX-U-40KM,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 40 km, LC, DDMI support, Compatible with Generic SFP-BX-U-40KM",product,14.58,£21.87,7
EET Group,MO-G-SFP-1G-SX,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, MMF, 550 m, LC, DDMI, Compatible with Generic SFP-1G-SX",product,12.05,£18.08,7
EET Group,MO-GEN-LX,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 20 km, LC, Compatible with Generic LX",product,8.59,£12.89,7
